intron	logef_Brain-FrontalCortex_BA9	psi_Cells-EBV-transformedlymphocytes	psi_Brain-FrontalCortex_BA9	deltapsi_Brain-FrontalCortex_BA9
chr10:101787523:101792838:clu_825_-:PR	-0.10118559	0.016041508	0.013870585	-0.0021709232
chr10:101791439:101792838:clu_825_-:PR	-0.041214738	0.53679013	0.49283218	-0.04395795
chr10:101792901:101793912:clu_826_-:PR	0.06766754	0.024335468	0.02318953	-0.0011459384
chr10:101792943:101793912:clu_826_-:PR	0.009643854	0.5004886	0.45003566	-0.050452918
chr10:101792943:101797979:clu_826_-:UP	0.4101036	0.021112168	0.02833369	0.007221522
chr10:101793744:101797979:clu_826_-:UP	-0.7021229	0.0041936957	0.0018506884	-0.0023430074
chr10:101793998:101797979:clu_826_-:PR	0.21470806	0.4498701	0.4965903	0.046720177
chr10:101799455:101800241:clu_827_-:PR	0.10276883	0.51909	0.5465153	0.02742529
chr10:101799455:101803734:clu_827_-:PR	-0.09750179	0.011819864	0.0101858135	-0.0016340502
chr10:101800400:101803734:clu_827_-:PR	-0.0052670166	0.4690902	0.4432989	-0.025791287
chr10:101804019:101806044:clu_828_-:PR	0.30863094	0.5177662	0.53367376	0.015907586
chr10:101804019:101807729:clu_828_-:PR	-0.567959	0.012337036	0.005292427	-0.0070446096
chr10:101806143:101807729:clu_828_-:PR	0.25932822	0.4698968	0.46103376	-0.008863032
chr10:101827993:101828150:clu_830_-:PR	0.46615466	0.37619027	0.4518518	0.07566151
chr10:101827993:101828388:clu_830_-:PR	-0.63946825	0.02189119	0.008703459	-0.013187731
chr10:101828258:101828388:clu_830_-:PR	0.17331369	0.6019185	0.5394447	-0.062473834
chr10:101992038:101993537:clu_833_-:PR	-0.07086298	0.49570188	0.4944568	-0.0012450814
chr10:101992038:101995296:clu_833_-:PR	0.14082281	0.00878138	0.010824419	0.0020430386
chr10:101993603:101995296:clu_833_-:PR	-0.06995987	0.49551675	0.49471873	-0.0007980168
chr10:102111536:102114405:clu_834_-:PR	-0.7166064	0.48639184	0.18427342	-0.30211842
chr10:102111536:102120085:clu_834_-:PR	0.7166063	0.5136082	0.8157266	0.30211836
chr10:102424792:102425114:clu_839_-:PR	-0.2615913	0.5950498	0.5805058	-0.01454401
chr10:102424792:102432525:clu_839_-:NE	0.4700776	0.0028983552	0.005877121	0.0029787656
chr10:102425198:102432525:clu_839_-:PR	-0.2084864	0.40205187	0.41361713	0.011565268
chr10:102481172:102481836:clu_840_-:PR	0.3936438	0.5010245	0.5143697	0.013345242
chr10:102481172:102483010:clu_840_-:PR	-0.7418904	0.0059892596	0.001975302	-0.0040139575
chr10:102482175:102483010:clu_840_-:PR	0.34824666	0.49298626	0.48365495	-0.009331316
chr10:102489138:102490548:clu_841_-:PR	-0.26776373	0.525341	0.49485645	-0.030484527
chr10:102489138:102502599:clu_841_-:UP	0.42552584	0.0072505553	0.013661585	0.0064110295
chr10:102490613:102502599:clu_841_-:PR	-0.1577622	0.46740842	0.49148193	0.024073511
chr10:103097374:103098930:clu_842_-:PR	-0.085708916	0.94935095	0.9404443	-0.008906662
chr10:103098088:103098930:clu_842_-:UP	0.08570891	0.050649032	0.059555694	0.008906662
chr10:103100019:103100751:clu_843_-:UP	-0.25188813	0.2188667	0.17127909	-0.04758762
chr10:103100019:103101044:clu_843_-:PR	0.018002477	0.6676236	0.6843343	0.016710699
chr10:103100943:103101044:clu_843_-:UP	0.23388563	0.113509774	0.14438662	0.030876845
chr10:103101326:103105357:clu_844_-:PR	-0.20943725	0.17069373	0.09359771	-0.077096015
chr10:103101326:103105705:clu_844_-:PR	0.6607117	0.62533826	0.81858474	0.19324648
chr10:103105381:103105705:clu_844_-:PR	-0.4512745	0.20396805	0.08781754	-0.116150506
chr10:103106706:103111744:clu_845_-:UP	3.061065	0.12434381	0.2209342	0.096590385
chr10:103106706:103139405:clu_845_-:PR	2.3754637	0.3232874	0.2893842	-0.03390321
chr10:103111805:103139405:clu_845_-:UP	2.50098	0.08775641	0.08905857	0.0013021603
chr10:103111805:103174857:clu_845_-:NE	2.9008508	0.018976344	0.028725734	0.00974939
chr10:103139479:103174857:clu_845_-:PR	2.340971	0.43004817	0.37189722	-0.058150947
chr10:103169449:103174857:clu_845_-:NE	-13.17933	0.015587859	2.45082e-09	-0.015587856
chr10:103392466:103394198:clu_849_-:PR	-0.31825215	0.027082756	0.020042934	-0.0070398226
chr10:103392466:103395745:clu_849_-:PR	0.16192324	0.084561616	0.101153105	0.01659149
chr10:103392466:103396408:clu_849_-:PR	-0.04855734	0.81988674	0.79460126	-0.025285482
chr10:103394394:103395745:clu_849_-:PR	-0.073516585	0.0033676638	0.0031833504	-0.0001843134
chr10:103394394:103396408:clu_849_-:PR	0.03080051	0.015044522	0.015784778	0.00074025616
chr10:103396032:103396408:clu_849_-:PR	0.24760221	0.050056703	0.06523461	0.015177906
chr10:103450099:103451082:clu_850_-:PR	-0.047443684	0.4360532	0.4105849	-0.02546829
chr10:103450800:103451082:clu_850_-:NE	-0.035890352	0.124333985	0.1184325	-0.0059014857
chr10:103451182:103452155:clu_850_-:PR	-0.39201078	0.24668676	0.16457571	-0.082111046
chr10:103451285:103452155:clu_850_-:PR	0.4753448	0.19292606	0.30640692	0.11348085
chr10:103617314:103622469:clu_851_-:PR	-1.4343146	0.5140343	0.31458953	-0.19944474
chr10:103617314:103627088:clu_851_-:PR	2.9106936	0.00859016	0.40529066	0.3967005
chr10:103622553:103627088:clu_851_-:PR	-1.4763796	0.4773756	0.28011984	-0.19725576
chr10:103897719:103898292:clu_853_-:UP	0.27972683	0.025110828	0.029017035	0.0039062072
chr10:103897719:103898876:clu_853_-:PR	0.14797299	0.93768215	0.9497903	0.012108147
chr10:103898377:103898876:clu_853_-:UP	-0.4276998	0.03720706	0.02119268	-0.01601438
chr10:109873427:109875527:clu_856_-:PR	-0.85594076	0.60833323	0.54136986	-0.066963375
chr10:109873427:109877789:clu_856_-:PR	1.4528059	0.005772986	0.051692672	0.045919687
chr10:109873577:109875527:clu_856_-:PR	0.09560458	0.00201653	0.0046473783	0.0026308484
chr10:109875599:109877789:clu_856_-:PR	-0.69247013	0.38387728	0.40229014	0.018412858
chr10:109888595:109891721:clu_857_-:PR	0.2820601	0.23312064	0.2097169	-0.023403734
chr10:109888595:109907690:clu_857_-:NE	-0.20198664	0.004952894	0.0027459518	-0.0022069423
chr10:109891826:109893011:clu_857_-:PR	0.5595164	0.20995443	0.24927315	0.039318725
chr10:109891826:109907690:clu_857_-:PR	-0.34214443	0.005675988	0.002735304	-0.0029406839
chr10:109893075:109894015:clu_857_-:NE	-1.4282565	0.0077164085	0.0012551249	-0.0064612837
chr10:109893075:109907690:clu_857_-:PR	0.3576713	0.20227909	0.1962643	-0.006014794
chr10:109893075:109915010:clu_857_-:NE	0.011081754	0.0021133863	0.0014499306	-0.0006634557
chr10:109894110:109907690:clu_857_-:NE	-0.6055236	0.010275861	0.003805382	-0.006470479
chr10:109907815:109915010:clu_857_-:PR	0.47645155	0.16690217	0.18236344	0.015461266
chr10:109907815:109923401:clu_857_-:PR	0.5609735	0.008913887	0.010598647	0.0016847607
chr10:109915099:109923401:clu_857_-:PR	0.33015686	0.1480953	0.13979195	-0.008303344
chr10:110297728:110298647:clu_858_-:PR	0.049165845	0.9760645	0.9782574	0.0021929145
chr10:110297745:110298647:clu_858_-:UP	-0.04916584	0.023935454	0.021742595	-0.0021928586
chr10:110298790:110303467:clu_859_-:PR	-0.2641747	0.9305222	0.88759315	-0.042929053
chr10:110300736:110303467:clu_859_-:UP	0.26417467	0.06947781	0.11240681	0.042929
chr10:110900526:110901025:clu_861_-:UP	0.37407497	0.0036819715	0.0040224628	0.0003404913
chr10:110900526:110901537:clu_861_-:PR	0.3432196	0.35273102	0.37364128	0.020910263
chr10:110900526:110918120:clu_861_-:PR	1.0487921	0.0045322	0.009721797	0.005189597
chr10:110901122:110901537:clu_861_-:UP	-1.2710584	0.0057038143	0.001202554	-0.0045012604
chr10:110901612:110907679:clu_861_-:PR	-1.0086523	0.020058982	0.005498061	-0.014560921
chr10:110901612:110918120:clu_861_-:PR	0.3173989	0.30268863	0.31245938	0.009770751
chr10:110901612:110919120:clu_861_-:PR	0.7249801	0.021506043	0.033370927	0.011864884
chr10:110907836:110918120:clu_861_-:PR	-1.757267	0.021437302	0.0027794037	-0.018657899
chr10:110918213:110918844:clu_861_-:PR	0.9956944	0.0031436456	0.006394565	0.0032509195
chr10:110918213:110919120:clu_861_-:PR	0.23281825	0.26451644	0.25090957	-0.013606876
chr10:112428438:112432239:clu_862_-:PR	0.55014694	0.030777838	0.08711307	0.05633523
chr10:112430907:112432239:clu_862_-:PR	-0.5501469	0.9692222	0.912887	-0.05633521
chr10:112433281:112433540:clu_863_-:UP	-1.6104321	0.24359432	0.012692907	-0.2309014
chr10:112433281:112434296:clu_863_-:PR	1.610432	0.7564057	0.98730713	0.23090142
chr10:112443594:112445169:clu_864_-:PR	0.56812394	0.039617706	0.11386989	0.07425219
chr10:112443606:112445169:clu_864_-:PR	-0.5681239	0.9603823	0.88613015	-0.07425213
chr10:112445650:112446586:clu_865_-:PR	0.61988723	0.0271523	0.08794478	0.060792483
chr10:112445650:112446704:clu_865_-:PR	-0.6198872	0.9728477	0.91205525	-0.060792446
chr10:114451671:114453378:clu_872_-:PR	1.0635014	0.048787426	0.39516118	0.34637377
chr10:114451671:114465697:clu_872_-:PR	-1.9890745	0.9151144	0.3501265	-0.5649879
chr10:114453483:114465697:clu_872_-:PR	0.92557347	0.03609814	0.2547123	0.21861418
chr10:114473132:114473878:clu_873_-:PR	2.9450107	0.43157536	0.5424636	0.11088824
chr10:114473132:114487957:clu_873_-:PR	-5.4900393	0.02540642	6.933649e-06	-0.025399487
chr10:114473956:114487957:clu_873_-:PR	2.5450299	0.5430183	0.45752946	-0.085488826
chr10:114491878:114526638:clu_874_-:PR	-1.4954166	0.051613018	0.015467262	-0.036145754
chr10:114491878:114526659:clu_874_-:PR	-1.8747016	0.92795956	0.19031014	-0.73764944
chr10:114491878:114545004:clu_874_-:PR	3.3701184	0.020427404	0.79422265	0.77379525
chr10:118311313:118322304:clu_881_-:UP	-0.27119893	0.029091135	0.02783928	-0.001251854
chr10:118311313:118326153:clu_881_-:PR	-0.24865744	0.9516068	0.93141776	-0.020189047
chr10:118322411:118326153:clu_881_-:UP	0.5198564	0.019302066	0.040742923	0.021440856
chr10:118335213:118335395:clu_882_-:PR	-0.17210004	0.50384325	0.46952555	-0.034317702
chr10:118335213:118335553:clu_882_-:UP	0.2098196	0.0053819125	0.007347946	0.0019660336
chr10:118335426:118335553:clu_882_-:PR	-0.0377196	0.49077484	0.5231265	0.032351643
chr10:118336423:118341726:clu_883_-:PR	0.04013951	0.55589473	0.5453319	-0.010562837
chr10:118336423:118342269:clu_883_-:PR	-0.39790687	0.20130657	0.12743394	-0.073872626
chr10:118341927:118342269:clu_883_-:PR	0.3577674	0.2427987	0.32723418	0.08443548
chr10:119141319:119146235:clu_884_-:PR	0.31127936	0.44824085	0.4840174	0.035776556
chr10:119141319:119147774:clu_884_-:PR	-0.4864591	0.008777356	0.0042683473	-0.0045090085
chr10:119146353:119147774:clu_884_-:PR	0.17517984	0.5429818	0.5117143	-0.031267524
chr10:119160969:119161054:clu_885_-:PR	0.31973773	0.48781213	0.5259304	0.038118273
chr10:119160969:119162339:clu_885_-:PR	-0.56470615	0.06908276	0.030756459	-0.0383263
chr10:119161081:119162339:clu_885_-:PR	0.2449685	0.44310516	0.44331315	0.00020799041
chr10:119164196:119165201:clu_886_-:PR	0.020148214	0.2597788	0.2676022	0.007823408
chr10:119164196:119165536:clu_886_-:PR	-0.020148212	0.7402212	0.7323978	-0.007823408
chr10:119500259:119515382:clu_887_-:UP	0.70434165	0.0031708714	0.0128447795	0.009673908
chr10:119500259:119515508:clu_887_-:PR	-0.7043416	0.99682915	0.9871552	-0.009673953
chr10:119515455:119526031:clu_888_-:UP	-2.144984	0.0028327971	3.8933274e-05	-0.0027938639
chr10:119515652:119526031:clu_888_-:PR	2.144984	0.99716717	0.999961	0.0027938485
chr10:119527424:119536463:clu_889_-:PR	2.8378081	0.0018099422	0.34591746	0.3441075
chr10:119527424:119542589:clu_889_-:PR	-2.837808	0.9981901	0.6540825	-0.34410763
chr10:119576750:119576846:clu_890_-:NE	0.039854594	0.061336786	0.07953534	0.018198557
chr10:119576750:119577079:clu_890_-:PR	-0.26969126	0.8943266	0.8509445	-0.04338211
chr10:119576905:119577079:clu_890_-:UP	0.2298367	0.044336688	0.06952013	0.025183443
chr10:119580010:119580470:clu_891_-:NE	0.3843596	0.07814579	0.13965064	0.061504856
chr10:119580010:119581921:clu_891_-:PR	-0.2772759	0.8408564	0.7753799	-0.06547648
chr10:119580538:119581921:clu_891_-:UP	0.64951235	0.022017037	0.051292118	0.02927508
chr10:119580846:119581921:clu_891_-:UP	-0.7565959	0.05898091	0.03367737	-0.025303539
chr10:119582557:119588151:clu_892_-:PR	-0.07339415	0.71908885	0.68850905	-0.030579805
chr10:119582608:119588151:clu_892_-:PR	0.07339414	0.2809112	0.31149095	0.030579746
chr10:119588248:119591975:clu_893_-:NE	-0.6107994	0.007204335	0.003046463	-0.004157872
chr10:119588248:119593451:clu_893_-:NE	0.16712531	0.16432202	0.15126772	-0.013054296
chr10:119588248:119596433:clu_893_-:PR	0.29426566	0.68398225	0.7150092	0.03102696
chr10:119593513:119596433:clu_893_-:NE	0.14940828	0.14449137	0.13067664	-0.013814732
chr10:119842595:119843247:clu_894_-:PR	-0.20885865	0.34752023	0.2596719	-0.087848336
chr10:119842595:119843253:clu_894_-:PR	0.20885864	0.65247977	0.7403281	0.087848306
chr10:121911151:121913789:clu_902_-:PR	-0.02726154	0.5802382	0.5816189	0.001380682
chr10:121911151:121922348:clu_902_-:NE	0.064103	0.015477452	0.016998505	0.0015210528
chr10:121913893:121922348:clu_902_-:PR	-0.03684147	0.40428433	0.4013826	-0.002901733
chr10:121961517:121963237:clu_904_-:PR	0.071717374	0.93280387	0.94125533	0.008451462
chr10:121962107:121963237:clu_904_-:PR	-0.07171737	0.06719613	0.058744673	-0.008451458
chr10:121974081:121974305:clu_905_-:UP	0.67685175	0.015424852	0.1359248	0.120499946
chr10:121974081:121974389:clu_905_-:UP	1.1798139	0.012641722	0.1842119	0.17157017
chr10:121974081:121974873:clu_905_-:PR	-1.8566658	0.97193336	0.6798633	-0.2920701
chr10:122849439:122850423:clu_906_-:PR	1.2072526	0.67988104	0.86002976	0.18014872
chr10:122849439:122855644:clu_906_-:NE	-1.3308918	0.06325542	0.0063223173	-0.056933105
chr10:122850520:122855644:clu_906_-:PR	-0.32220563	0.057136714	0.01565888	-0.041477837
chr10:122850550:122855644:clu_906_-:PR	0.44584513	0.19972683	0.1179891	-0.081737734
chr10:122998658:123007025:clu_909_-:NE	0.51249075	0.054794505	0.096408695	0.04161419
chr10:122998671:123007025:clu_909_-:PR	0.10674956	0.5117161	0.60006344	0.088347316
chr10:122998671:123008693:clu_909_-:NE	-0.19861695	0.020547325	0.017754335	-0.0027929898
chr10:123007176:123008693:clu_909_-:PR	-0.42062336	0.41294196	0.28577355	-0.12716842
chr10:124408965:124411972:clu_913_-:PR	-0.22574577	0.57620186	0.5719772	-0.004224658
chr10:124408965:124418872:clu_913_-:PR	0.5057117	0.005368521	0.011074563	0.0057060416
chr10:124412200:124414345:clu_913_-:NE	-0.056451205	0.0036415078	0.0042816293	0.0006401215
chr10:124412200:124418872:clu_913_-:PR	-0.22351477	0.4147882	0.4126666	-0.0021215975
chr10:124760503:124762299:clu_915_-:PR	0.37590232	0.22408804	0.37676156	0.15267351
chr10:124760503:124765391:clu_915_-:PR	-0.6464058	0.6064545	0.36682874	-0.23962575
chr10:124762558:124765391:clu_915_-:PR	0.2705036	0.16945744	0.2564097	0.08695227
chr10:124774782:124789038:clu_916_-:UP	0.55279976	0.11113327	0.27416003	0.16302675
chr10:124774782:124789042:clu_916_-:PR	-0.5527997	0.8888667	0.72584	-0.16302675
chr10:125785260:125794879:clu_922_-:PR	-0.6477341	0.012624646	0.0032498664	-0.009374779
chr10:125785839:125794879:clu_922_-:PR	1.3074658	0.0041791266	0.0076008844	0.0034217578
chr10:125789005:125789282:clu_922_-:PR	-0.11174033	0.09078688	0.03994372	-0.05084316
chr10:125789005:125794879:clu_922_-:PR	0.92748535	0.72284937	0.8990901	0.17624074
chr10:125789363:125794879:clu_922_-:PR	0.14842881	0.039720517	0.022668896	-0.01705162
chr10:125789528:125794879:clu_922_-:UP	-0.51723254	0.048415326	0.014200552	-0.034214772
chr10:125794388:125794879:clu_922_-:PR	-1.1066734	0.08142413	0.013245995	-0.06817814
chr10:125798145:125807412:clu_923_-:PR	0.78784907	0.97211975	0.99410224	0.021982491
chr10:125803024:125807412:clu_923_-:PR	-0.787849	0.027880238	0.0058978093	-0.02198243
chr10:125815130:125816176:clu_924_-:PR	-0.11501935	0.54503244	0.5628558	0.017823339
chr10:125815130:125816436:clu_924_-:PR	0.30425596	0.0014820565	0.002327708	0.0008456516
chr10:125816260:125816436:clu_924_-:PR	-0.18923666	0.45348552	0.43481654	-0.01866898
chr10:131968569:131970637:clu_932_-:PR	0.7779346	0.9906608	0.99801475	0.0073539615
chr10:131970011:131970637:clu_932_-:PR	-0.77793455	0.009339177	0.00198525	-0.007353927
chr10:132245955:132306921:clu_935_-:PR	2.943803	7.789737e-05	0.010815168	0.01073727
chr10:132245955:132307571:clu_935_-:PR	-0.48206285	0.17551908	0.7925013	0.6169822
chr10:132245955:132331435:clu_935_-:PR	4.632055	6.243789e-05	0.046898272	0.046835832
chr10:132324373:132331435:clu_935_-:PR	-2.456209	0.16436389	0.103067376	-0.061296515
chr10:132330485:132331435:clu_935_-:PR	-4.6375856	0.6599767	0.04671793	-0.6132588
chr10:133283184:133283881:clu_944_-:UP	-0.17230168	0.028001763	0.020002559	-0.007999204
chr10:133283221:133283881:clu_944_-:PR	0.17230166	0.9719982	0.9799974	0.007999182
chr10:133300113:133302791:clu_945_-:PR	-1.3768528	0.99518573	0.92940867	-0.06577706
chr10:133300547:133302791:clu_945_-:NE	1.3768526	0.004814266	0.07059138	0.065777116
